,Cities,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,port hedland,-20.32,118.57,30,7,0,9.3,AU,1589600255
296,donskoye,45.46,41.97,17,63,35,2,RU,1589600255
297,blagoyevo,63.37,47.92,5.97,65,100,0.89,RU,1589600256
298,san juan,-31.54,-68.54,15.74,33,19,1.74,AR,1589600098
299,mondeville,49.17,-0.32,3,100,0,2.1,FR,1589600256
300,griffith,41.53,-87.42,18,77,1,2.9,US,1589600250
301,dali,25.7,100.18,24.23,39,9,2.56,CN,1589600256
302,lamu,-2.27,40.9,26.31,79,37,6.54,KE,1589600256
303,kloulklubed,7.04,134.26,28.65,78,98,6.02,PW,1589600257
304,shenzhen,22.55,114.07,32.78,69,27,0.89,CN,1589600257
305,belfast,54.58,-5.93,7.22,81,100,3.6,GB,1589600257
306,ler,8.3,30.14,25.84,65,0,2.05,SS,1589600257
307,arlit,18.74,7.39,29.58,12,0,4.48,NE,1589600214
308,victor harbor,-35.57,138.62,17.22,46,0,2.94,AU,1589600258
309,alofi,-19.06,-169.92,28,74,91,3.6,NU,1589600237
310,tahe,52.33,124.73,17.32,40,31,4.39,CN,1589600258
311,sioux lookout,50.1,-91.92,10,66,75,1.5,CA,1589600220
312,newport,51.59,-3,10,82,99,1.09,GB,1589600258
313,kuche,,,,,,,,
314,lavrentiya,65.58,-171,1.25,88,4,4.62,RU,1589600259
315,den helder,52.96,4.76,10,76,75,4.1,NL,1589600259
316,gogrial,8.53,28.1,26.41,65,14,2.08,SS,1589600259
317,mocuba,-16.84,36.99,15.76,97,3,1.24,MZ,1589600259
318,shakawe,-18.37,21.85,12.06,43,0,1.57,BW,1589600260
319,russell,32.35,-85.2,22,93,1,1.77,US,1589600260
320,haines junction,60.75,-137.51,13.37,42,44,2.68,CA,1589600260
321,sibolga,1.74,98.78,32.01,59,100,1.21,ID,1589600260
322,gat,31.61,34.76,26.11,42,79,3.37,IL,1589600043
323,thinadhoo,0.53,72.93,29.37,75,46,7.96,MV,1589600261
324,kathmandu,27.72,85.32,23,78,75,1.5,NP,1589600201
325,lake wales,27.9,-81.59,23,88,75,4.1,US,1589600261
326,paducah,37.08,-88.6,21,88,1,1.56,US,1589600261
327,malakal,9.53,31.66,28.09,55,16,2.09,SS,1589600261
328,aiken,33.58,-81.6,20.56,72,1,2.6,US,1589600262
329,pucallpa,-8.38,-74.55,20.83,91,62,0.9,PE,1589600262
330,praya,14.92,-23.51,21,77,20,6.2,CV,1589600262
331,zeya,53.75,127.27,18.3,28,83,1.83,RU,1589600262
332,labuhan,-6.88,112.21,30.21,68,50,1.78,ID,1589600262
333,sri aman,1.24,111.46,31,79,75,1,MY,1589600263
334,khormuj,,,,,,,,
335,pringsewu,-5.36,104.97,30.81,67,34,2.09,ID,1589600263
336,chagda,,,,,,,,
337,eydhafushi,5.1,73.07,29.09,74,87,7.92,MV,1589600264
338,kangaatsiaq,68.31,-53.46,0.96,92,0,4.23,GL,1589600264
339,ilulissat,69.22,-51.1,-1,100,0,1,GL,1589600264
340,languyan,5.26,120.08,31.31,66,83,2.65,PH,1589600264
341,lugovoy,42.95,72.76,17.95,59,39,1.63,KZ,1589600264
342,afantou,36.29,28.16,24.44,73,0,3.6,GR,1589600265
343,saint-pierre,-21.34,55.48,23,64,90,2.6,RE,1589600265
344,baykit,61.67,96.37,11.97,39,100,4.71,RU,1589600265
345,alvaraes,-3.22,-64.8,23.2,97,92,0.65,BR,1589600265
346,kutum,14.2,24.67,18.82,24,9,0.93,SD,1589600265
347,lodja,-3.48,23.43,21.46,93,92,0.89,CD,1589600266
348,cap malheureux,-19.98,57.61,23.33,78,1,0.89,MU,1589600266
349,chicama,-7.84,-79.15,20.81,80,64,2.63,PE,1589600266
350,jahrom,,,,,,,,
351,martapura,-3.42,114.85,32,66,20,4.1,ID,1589600266
352,habra,22.83,88.63,32,75,0,4.6,IN,1589600267
353,calama,-22.47,-68.93,7,12,0,8.2,CL,1589600267
354,katha,,,,,,,,
355,bandon,51.75,-8.74,7.22,81,40,3.1,IE,1589600267
356,san antonio,29.42,-98.49,27,83,90,5.1,US,1589600110
357,ust-ilimsk,58,102.66,11.48,39,0,2.23,RU,1589600268
358,fairbanks,64.84,-147.72,18,23,1,4.6,US,1589599997
359,umzimvubu,,,,,,,,
360,morant bay,17.88,-76.41,28,74,20,10.3,JM,1589600268
361,dingle,11,122.67,33.64,53,73,2.71,PH,1589600268
362,rockland,41.17,-74.05,18.33,93,74,4.34,US,1589600269
363,chifeng,42.27,118.96,21.41,45,75,6.73,CN,1589600269
364,luanda,-8.84,13.23,26,88,75,1.5,AO,1589600233
365,los lunas,34.81,-106.73,24,13,1,3.1,US,1589600269
366,tasiilaq,65.61,-37.64,2,64,100,5.1,GL,1589600269
367,alunitdag,,,,,,,,
368,ames,42.03,-93.62,16,76,1,2.4,US,1589600167
369,pisco,-13.7,-76.22,18,88,90,3.6,PE,1589600270
370,sai buri,6.7,101.62,32,70,20,4.1,TH,1589600270
371,gulshat,,,,,,,,
372,kahama,-3.83,32.6,16.92,96,17,1.67,TZ,1589600271
373,amderma,,,,,,,,
374,coahuayana,18.73,-103.68,22.02,70,0,1.01,MX,1589600271
375,bucerias,20.75,-105.33,20.84,64,1,1.36,MX,1589600271
376,sur,22.57,59.53,28.71,60,0,2.48,OM,1589600271
377,puerto escondido,15.85,-97.07,28.85,70,8,1.76,MX,1589600272
378,san patricio,19.22,-104.7,21.78,76,0,1.98,MX,1589600272
379,fort nelson,58.81,-122.7,14,44,75,4.1,CA,1589600272
380,nguruka,-5.11,31.04,17.3,96,24,0.75,TZ,1589600272
381,idritsa,56.33,28.9,4.18,89,95,4.51,RU,1589600272
382,mayabon,9.1,123.17,30,79,75,4.1,PH,1589600273
383,ouesso,1.61,16.05,21.87,96,86,0.56,CG,1589600273
384,peterhead,57.51,-1.8,8.33,70,100,5.1,GB,1589600273
385,zhigansk,66.77,123.37,9.49,66,0,3.33,RU,1589600273
386,evensk,61.95,159.23,5.14,68,53,10.57,RU,1589600112
387,grand gaube,-20.01,57.66,23.33,78,1,0.89,MU,1589600274
388,saint-joseph,-21.37,55.62,23,64,90,2.6,RE,1589600212
389,carmelo,-33.99,-58.29,18,76,0,3.1,UY,1589600274
390,umm lajj,25.02,37.27,30,43,0,1.25,SA,1589600274
391,orocovis,18.23,-66.39,25,86,4,1.47,PR,1589600274
392,padang,-0.95,100.35,31.17,64,94,1.84,ID,1589600275
393,hirara,24.8,125.28,31,79,75,8.2,JP,1589600275
394,kinanah,,,,,,,,
395,haradok,55.46,29.98,5.41,83,67,4.66,BY,1589600275
396,ambilobe,-13.2,49.05,23.27,86,0,0.99,MG,1589600275
397,astoria,46.19,-123.83,13.89,71,1,0.85,US,1589600219
398,menongue,-14.66,17.69,9.82,49,16,0.5,AO,1589600276
399,acapulco,16.86,-99.89,27,74,40,2.6,MX,1589600273
400,scalloway,,,,,,,,
401,lompoc,34.64,-120.46,14,76,1,7.2,US,1589600247
402,trelew,-43.25,-65.31,19.47,50,90,7.17,AR,1589600277
403,bato,13.35,123.37,30.92,70,99,2.96,PH,1589600277
404,baruun-urt,46.68,113.28,7.24,57,88,5.24,MN,1589600277
405,tezu,27.92,96.17,33.2,35,55,1.92,IN,1589600277
406,half moon bay,37.46,-122.43,17,87,1,5.1,US,1589600169
407,oranjemund,-28.55,16.43,12.62,81,0,2.98,NA,1589600278
408,lianyuan,27.69,111.66,29.8,63,97,0.64,CN,1589600278
409,kabalo,-6.05,26.92,20.62,95,25,0.94,CD,1589600278
410,richards bay,-28.78,32.04,19.65,68,52,7.04,ZA,1589600199
411,saint anthony,45.02,-93.22,16.11,44,1,1.5,US,1589600278
412,drumnadrochit,57.33,-4.48,8,70,20,3.6,GB,1589600279
413,remontnoye,46.56,43.65,12,76,88,6,RU,1589600279
414,lerwick,60.15,-1.15,6,56,95,11.3,GB,1589600279
415,klyuchi,52.27,79.17,20.63,47,38,7.22,RU,1589600279
416,bolonchen,,,,,,,,
417,sterling,39.01,-77.43,24.44,53,75,4.1,US,1589600068
418,palmerston,-12.49,130.98,32.78,40,12,4.6,AU,1589600094
419,hanyang,32.14,105.51,28.53,29,100,3.13,CN,1589600280
420,ciudad valles,21.98,-99.02,27.75,83,1,1.02,MX,1589600280
421,parabel,58.7,81.48,18.35,65,48,5.31,RU,1589600280
422,ponta do sol,32.67,-17.1,17,55,75,6.7,PT,1589600281
423,meyungs,,,,,,,,
424,sola,-13.88,167.55,28,78,90,5.1,VU,1589600281
425,barra do bugres,-15.07,-57.18,19.77,87,76,0.86,BR,1589600078
426,kisangani,0.52,25.2,21.57,96,100,0.23,CD,1589600281
427,aklavik,68.22,-135.01,-3,63,90,7.2,CA,1589600215
428,tanout,14.97,8.89,27,53,3,4.6,NE,1589600282
429,cheyenne,41.14,-104.82,9.44,81,90,3.1,US,1589600029
430,seaside,36.61,-121.85,14.44,76,75,5.36,US,1589600282
431,mayskiy,47.69,40.1,13,62,75,7,RU,1589600282
432,todos santos,23.45,-110.22,17.22,83,0,1.34,MX,1589600283
433,baric,44.65,20.26,12,76,75,3.1,RS,1589600283
434,whitehorse,60.72,-135.05,9,87,75,3.6,CA,1589599984
435,hongjiang,27.11,110,30.56,62,96,1.51,CN,1589600283
436,taoudenni,22.68,-3.98,25.77,17,0,5.94,ML,1589600284
437,bemidji,47.47,-94.88,10,65,1,1.19,US,1589600133
438,karauzyak,,,,,,,,
439,kavaratti,10.57,72.64,28,78,90,5.1,IN,1589600284
440,grand forks,47.93,-97.03,13,58,40,1.5,US,1589600284
441,kuusamo,65.97,29.18,-1,86,72,0.5,FI,1589600284
442,millau,44.08,2.92,12.22,100,79,0.5,FR,1589600285
443,lakatoro,-16.1,167.42,27,74,90,3.1,VU,1589600285
444,isangel,-19.55,169.27,25,67,75,3.1,VU,1589600285
445,puerto narino,-3.77,-70.38,24,100,90,4.1,CO,1589600285
446,rio verde de mato grosso,-18.92,-54.84,17.84,81,99,2.08,BR,1589600286
447,saint-gilles,43.68,4.43,13,76,51,2.6,FR,1589600286
448,port said,31.26,32.28,23,78,9,3.6,EG,1589600286
449,vite,17.28,74.55,27.1,51,78,2.47,IN,1589600286
450,aksarayskiy,46.79,48.01,16,87,75,4,RU,1589600286
451,baraya,3.15,-75.05,22.78,64,0,2.56,CO,1589600287
452,laje,-10.18,-40.97,20.01,86,0,2.19,BR,1589600287
453,gunnedah,-30.98,150.25,21,46,0,5.1,AU,1589600287
454,iskateley,67.68,53.15,4.2,69,0,2.33,RU,1589600287
455,aflu,,,,,,,,
456,isilkul,54.91,71.27,17.13,54,8,4.34,RU,1589600288
457,severomuysk,56.15,113.43,-0.29,99,100,1.93,RU,1589600288
458,karaul,,,,,,,,
459,roald,62.58,6.13,3,74,100,9.3,NO,1589600288
460,rabat,33.99,-6.84,14.44,93,40,3.6,MA,1589600282
461,halifax,44.65,-63.57,8.33,58,100,1.59,CA,1589600108
462,nuuk,64.18,-51.72,0,86,17,1.5,GL,1589600289
463,mulege,26.88,-111.98,22.87,57,0,0.54,MX,1589600289
464,ohara,35.25,140.38,19,88,75,4.6,JP,1589600289
465,princeton,25.54,-80.41,24,94,90,3.1,US,1589600289
466,ucluelet,48.93,-125.55,13.33,74,100,0.45,CA,1589600290
467,urusha,54.05,122.9,14.53,40,80,5.47,RU,1589600290
468,ayan,56.45,138.17,3.92,75,3,0.65,RU,1589600290
469,itacarambi,-15.1,-44.09,22,78,95,1.25,BR,1589600290
470,amazar,53.86,120.88,16.28,42,100,6.08,RU,1589600291
471,sangar,63.92,127.47,15.48,44,0,2.18,RU,1589600291
472,bathsheba,13.22,-59.52,27,78,40,8.7,BB,1589600291
473,sao filipe,14.9,-24.5,22.27,79,3,4.19,CV,1589600291
474,finschhafen,-6.6,147.87,28.24,75,82,3.49,PG,1589600291
475,santiago,-33.46,-70.65,13,47,0,2.1,CL,1589600292
476,podor,16.65,-14.96,30,28,0,1,MR,1589600292
477,piacabucu,-10.41,-36.43,24.46,83,2,2.55,BR,1589600292
478,charlestown,-32.95,151.67,20,64,65,4.6,AU,1589600133
479,cockburn town,21.46,-71.14,26.86,81,25,11.03,TC,1589600087
480,la baule-escoublac,47.29,-2.36,7,81,0,1.5,FR,1589600293
481,severo-yeniseyskiy,60.37,93.04,10.03,48,89,5.54,RU,1589600293
482,patawag,8.11,122.62,31.52,62,100,0.24,PH,1589600293
483,flinders,-34.58,150.86,18.89,74,65,0.89,AU,1589600293
484,upernavik,72.79,-56.15,-0.48,98,100,5.79,GL,1589600293
485,zhongshu,24.52,103.77,27.01,37,1,2.73,CN,1589600294
486,olavarria,-36.89,-60.32,16.11,66,5,4.88,AR,1589600294
487,barcelona,41.39,2.16,17.78,87,20,2.1,ES,1589600041
488,kaeo,-35.1,173.78,16.67,3,82,1.34,NZ,1589600194
489,sistranda,63.73,8.83,2,87,75,8.7,NO,1589600274
490,spearfish,44.49,-103.86,7.78,100,40,3.1,US,1589600092
491,sept-iles,50.2,-66.38,6,79,75,1,CA,1589600083
492,vao,-22.67,167.48,22.4,75,53,7.49,NC,1589600295
493,sacramento,38.47,-121.32,22,43,1,4.6,US,1589600052
494,iwanai,42.97,140.51,19.3,51,99,1.27,JP,1589600296
495,kachiry,53.07,76.1,19.81,45,3,7.59,KZ,1589600296
496,masterton,-40.96,175.66,15.56,68,100,1.47,NZ,1589600296
497,vilhena,-12.74,-60.15,19,100,73,1.58,BR,1589600296
498,gbadolite,4.28,21.02,21.74,84,9,0.88,CD,1589600296
499,kracheh,,,,,,,,
500,ostrovnoy,68.05,39.51,1.47,89,100,3.79,RU,1589600297
501,caconda,-13.73,15.07,10.8,51,1,2.13,AO,1589600297
502,kamenskoye,,,,,,,,
503,the valley,18.22,-63.06,27,74,75,6.2,AI,1589600096
504,salalah,17.02,54.09,29,83,20,1,OM,1589600298
505,vaitape,-16.52,-151.75,28.67,71,0,2.91,PF,1589600298
506,rio grande,-32.03,-52.1,13.29,66,35,5.83,BR,1589600298
507,williston,48.15,-103.62,16.11,50,21,1.68,US,1589600256
508,agadez,19.75,10.25,27.76,13,0,3.68,NE,1589600298
509,puerto cabezas,14.04,-83.39,26.26,85,98,3.6,NI,1589600299
510,adrar,20.5,-10.07,23.1,21,0,5.56,MR,1589600299
511,aksu,41.12,80.26,26.92,19,100,4.16,CN,1589600299
512,witu,-2.39,40.44,24.8,85,25,4.4,KE,1589600299
513,caravelas,-17.71,-39.25,23.2,92,100,1.93,BR,1589600299
514,muros,42.78,-9.06,11.11,70,0,2.68,ES,1589600300
515,visnes,59.36,5.22,5,65,97,8.7,NO,1589600300
516,houma,29.6,-90.72,24.44,94,90,3.1,US,1589600300
517,liberty,31.83,-81.5,19.44,88,1,2.1,US,1589600300
518,bertestii de jos,44.83,27.75,17.48,71,37,4.3,RO,1589600300
519,santiago del estero,-27.8,-64.26,15.51,57,0,2.78,AR,1589600301
520,burica,,,,,,,,
521,morondava,-20.28,44.28,20.07,77,0,5.05,MG,1589600301
522,santa luzia,-19.77,-43.85,19,82,97,2.6,BR,1589600301
523,catia la mar,10.6,-67.03,22.78,65,10,1.5,VE,1589600301
524,bouca,6.51,18.27,22.12,84,97,2.05,CF,1589600302
525,alice springs,-23.7,133.88,18,26,0,4.6,AU,1589600264
526,turinsk,58.05,63.7,13.42,48,64,1.69,RU,1589600302
527,chapais,49.78,-74.85,7,65,90,2.1,CA,1589600302
528,plettenberg bay,-34.05,23.37,12.72,77,68,2.21,ZA,1589600302
529,lokosovo,61.13,74.82,9.86,76,100,5.55,RU,1589600303
530,berdsk,54.76,83.1,19,59,75,11,RU,1589600303
531,kerki,,,,,,,,
532,chabahar,25.29,60.64,28.7,74,4,1.94,IR,1589600303
533,buariki,,,,,,,,
534,zonguldak,41.25,31.83,20.14,55,100,1.69,TR,1589600304
535,kashmor,28.43,69.58,36.05,18,0,3.79,PK,1589600304
536,bo rai,12.57,102.54,31,79,40,1,TH,1589600304
537,yarim,14.3,44.38,16.85,56,0,1.07,YE,1589600304
538,high level,58.52,-117.14,13,20,20,2.1,CA,1589600304
539,bolungarvik,,,,,,,,
540,atotonilco el grande,20.28,-98.67,18.51,62,41,1.71,MX,1589600305
541,hokitika,-42.72,170.97,13.72,71,0,2.16,NZ,1589600305
542,khani,41.96,42.96,17,63,12,4.1,GE,1589600305
543,yining,29.04,114.56,30.66,58,76,1.19,CN,1589600305
544,doctor arroyo,23.67,-100.18,22.28,32,0,2.99,MX,1589600306
545,aleksandrov,56.4,38.71,6.01,73,56,3.13,RU,1589600306
546,maneadero,31.72,-116.57,18.33,85,11,1.34,MX,1589600306
547,yarada,17.65,83.27,32,70,20,1.5,IN,1589600306
548,nchelenge,-9.35,28.73,18.09,77,0,2.69,ZM,1589600306
549,sinnamary,5.38,-52.95,24.64,89,99,3.16,GF,1589600257
550,nyurba,63.28,118.33,16.43,39,64,1.67,RU,1589600307
551,bhawana,31.57,72.65,33.77,23,0,1.39,PK,1589600307
552,ormond beach,29.29,-81.06,23,94,90,6.7,US,1589600273
553,dubbo,-32.25,148.62,19,52,14,5.1,AU,1589600250
554,marawi,8,124.29,29.44,83,88,3.58,PH,1589600308
555,guanhaes,-18.77,-42.93,18.03,96,99,2.57,BR,1589600308
556,limpapa,7.12,121.91,30,74,75,4.1,PH,1589600308
557,pailon,-17.65,-62.75,16,82,76,2.1,BO,1589600061
558,hobyo,5.35,48.53,28.56,72,7,9.91,SO,1589600308
559,chimore,-16.98,-65.13,18.54,80,60,0.94,BO,1589600309
560,sapa,5.15,120.32,30.01,75,80,3.76,PH,1589600309
561,najran,17.49,44.13,25,33,40,2.7,SA,1589600205
562,broome,42.25,-75.83,16.11,93,75,4.6,US,1589600309
563,san fernando,15.03,120.69,29,83,75,1,PH,1589600309
564,nome,64.5,-165.41,15.56,37,20,3.6,US,1589600310
565,noumea,-22.28,166.46,23.89,78,90,6.7,NC,1589599918
566,berea,41.37,-81.85,16.11,100,90,2.02,US,1589600310
567,el viejo,12.66,-87.17,27.28,81,57,1.29,NI,1589600310
568,qabis,,,,,,,,
569,develi,38.39,35.49,12,81,0,0.5,TR,1589600311
570,yulara,-25.24,130.99,18,23,0,5.1,AU,1589600311
571,talara,-4.58,-81.27,22.14,79,75,5.3,PE,1589600311
572,kinablangan,7.69,126.55,29.94,68,95,2.31,PH,1589600311
573,yermakovskoye,53.28,92.4,18.04,41,100,1.79,RU,1589600312
574,teseney,15.11,36.66,28.33,48,33,4.99,ER,1589600312
575,fallon,39.47,-118.78,19,24,1,3.1,US,1589600312
576,almaznyy,48.04,40.05,13,62,75,7,RU,1589600312
577,hunza,,,,,,,,
578,bend,44.06,-121.32,17,29,1,2.1,US,1589600118
579,sarahan,31.52,77.8,19.01,30,0,1.14,IN,1589600313
580,rafai,4.95,23.92,20.3,98,1,0.82,CF,1589600313
581,vorozhba,51.17,34.22,8.3,84,100,1.51,UA,1589600313
582,prattville,32.46,-86.46,25,77,1,2.68,US,1589600044
583,ixtapa,20.7,-105.2,20.58,46,9,1.15,MX,1589600314
584,yumen,40.28,97.2,25.57,16,0,2.79,CN,1589600314
585,rungata,,,,,,,,
586,marsabit,2.33,37.99,17.26,99,49,6.54,KE,1589600314
587,vetluzhskiy,58.39,45.47,5.75,76,5,3.31,RU,1589600314
588,brae,60.4,-1.35,6,56,99,11.3,GB,1589600315
589,praia da vitoria,38.73,-27.07,17,100,75,4.73,PT,1589600315
590,prudentopolis,-25.21,-50.98,11.02,98,37,0.54,BR,1589600315
591,zhezkazgan,47.8,67.71,19,52,40,3,KZ,1589600299
592,penzance,50.12,-5.54,8.89,87,77,4.6,GB,1589600315
593,northam,51.03,-4.22,7.22,89,96,0.89,GB,1589600137
594,kapchorwa,1.4,34.45,14.49,90,69,0.96,UG,1589600316
